,left,right,label
0,0841a_num4.png,0841a_num5.png,1
1,0841a_num4.png,0841c_num5.png,1
2,0841a_num4.png,0841c_num2.png,1
3,0841a_num4.png,0841b_num6.png,1
4,0841a_num4.png,0841a_num6.png,1
5,0841a_num4.png,0841a_num1.png,1
6,0841a_num4.png,0841b_num4.png,1
7,0841a_num4.png,0841b_num3.png,1
8,0841a_num4.png,0841b_num5.png,1
9,0841a_num4.png,0841c_num3.png,1
10,0841a_num4.png,0841b_num1.png,1
11,0841a_num4.png,0841a_num2.png,1
12,0841a_num4.png,0841a_num3.png,1
13,0841a_num4.png,0841b_num2.png,1
14,0841a_num4.png,0841c_num6.png,1
15,0725a_num4.png,0725a_num5.png,1
16,0725a_num4.png,0725b_num3.png,1
17,0725a_num4.png,0725c_num1.png,1
18,0725a_num4.png,0725b_num1.png,1
19,0725a_num4.png,0725a_num1.png,1
20,0725a_num4.png,0725c_num4.png,1
21,0725a_num4.png,0725b_num4.png,1
22,0725a_num4.png,0725a_num2.png,1
23,0725a_num4.png,0725b_num5.png,1
24,0725a_num4.png,0725c_num2.png,1
25,0725a_num4.png,0725c_num3.png,1
26,0725a_num4.png,0725a_num3.png,1
27,1173b_num2.png,1173a_num1.png,1
28,1173b_num2.png,1173a_num2.png,1
29,1173b_num2.png,1173b_num3.png,1
30,1173b_num2.png,1173b_num1.png,1
31,1173b_num2.png,1173c_num1.png,1
32,1173b_num2.png,1173c_num4.png,1
33,1173b_num2.png,1173c_num2.png,1
34,0144a_num1.png,0144b_num1.png,1
35,0144a_num1.png,0144c_num1.png,1
36,0144a_num1.png,0144a_num2.png,1
37,0144a_num1.png,0144b_num3.png,1
38,1169c_num1.png,1169c_num4.png,1
39,1169c_num1.png,1169b_num2.png,1
40,1169c_num1.png,1169b_num3.png,1
41,1169c_num1.png,1169a_num2.png,1
42,1169c_num1.png,1169c_num3.png,1
43,1169c_num1.png,1169c_num5.png,1
44,1169c_num1.png,1169a_num1.png,1
45,1169c_num1.png,1169b_num4.png,1
46,1169c_num1.png,1169a_num3.png,1
47,1169c_num1.png,1169c_num2.png,1
48,1169c_num1.png,1169b_num1.png,1
49,1469b_num3.png,1469b_num2.png,1
50,1469b_num3.png,1469c_num2.png,1
51,1469b_num3.png,1469a_num1.png,1
52,1469b_num3.png,1469c_num1.png,1
53,1469b_num3.png,1469a_num4.png,1
54,1469b_num3.png,1469b_num1.png,1
55,1469b_num3.png,1469a_num2.png,1
56,0219c_num3.png,0219a_num1.png,1
57,0219c_num3.png,0219a_num2.png,1
58,0219c_num3.png,0219b_num2.png,1
59,0219c_num3.png,0219b_num4.png,1
60,0219c_num3.png,0219b_num1.png,1
61,0219c_num3.png,0219c_num6.png,1
62,0219c_num3.png,0219c_num1.png,1
63,0219c_num3.png,0219b_num3.png,1
64,1377a_num1.png,1377b_num2.png,1
65,1377a_num1.png,1377b_num1.png,1
66,1377a_num1.png,1377c_num1.png,1
67,1377a_num1.png,1377c_num2.png,1
68,1377a_num1.png,1377a_num3.png,1
69,1377a_num1.png,1377a_num2.png,1
70,0911b_num1.png,0911a_num4.png,1
71,0911b_num1.png,0911a_num5.png,1
72,0911b_num1.png,0911c_num2.png,1
73,0911b_num1.png,0911a_num1.png,1
74,0911b_num1.png,0911b_num3.png,1
75,0911b_num1.png,0911c_num1.png,1
76,0911b_num1.png,0911bb_num1.png,1
77,0911b_num1.png,0911cc_num1.png,1
78,0116c_num2.png,0116c_num1.png,1
79,0116c_num2.png,0116b_num1.png,1
80,0116c_num2.png,0116b_num4.png,1
81,0116c_num2.png,0116a_num2.png,1
82,0116c_num2.png,0116b_num3.png,1
83,0157c_num4.png,0157a_num4.png,1
84,0157c_num4.png,0157c_num3.png,1
85,0157c_num4.png,0157a_num1.png,1
86,0157c_num4.png,0157a_num3.png,1
87,0157c_num4.png,0157b_num4.png,1
88,0157c_num4.png,0157c_num6.png,1
89,0157c_num4.png,0157a_num2.png,1
90,0157c_num4.png,0157c_num5.png,1
91,0157c_num4.png,0157c_num1.png,1
92,0157c_num4.png,0157b_num1.png,1
93,0157c_num4.png,0157a_num5.png,1
94,0157c_num4.png,0157c_num2.png,1
